Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2025-02-18,239.9954605102539,228.12899932861328,190.98901580810548,427.49462829589845,401.973798828125
2025-02-19,240.0379425048828,228.29839935302735,191.2104849243164,427.0433624267578,402.0263989257812
2025-02-20,240.09900115966798,228.34499938964845,191.45226623535157,426.5322155761719,401.72459899902344
2025-02-21,240.15845764160156,228.13599945068358,191.55502349853515,425.84403137207033,400.6961987304687
2025-02-24,240.17086151123047,227.86839965820312,191.63244079589845,425.02298950195313,399.51099853515626
2025-02-25,240.16171569824218,227.62359985351563,191.437900390625,424.1337652587891,397.5471984863281
2025-02-26,240.04468353271486,227.3054000854492,190.9855697631836,423.1683068847656,394.86779846191405
2025-02-27,239.8372021484375,226.90080017089844,190.5174758911133,422.0477569580078,392.14479858398437
2025-02-28,239.71700988769533,226.59720001220703,190.12759735107423,421.06186767578123,389.27979858398436
2025-03-03,239.4626577758789,226.03900024414062,189.53599548339844,419.8202209472656,385.71239868164065
2025-03-04,239.11767822265625,225.4920004272461,189.04715118408203,418.5237890625,381.5559991455078
2025-03-05,238.87724212646484,225.24880035400392,188.74027679443358,417.81519470214846,378.33539916992186
2025-03-06,238.59390045166015,224.7970004272461,188.41783935546874,417.0313250732422,374.8809991455078
2025-03-07,238.29148681640626,224.28360046386717,188.06766693115233,416.1845526123047,371.7131994628906
2025-03-10,237.74201416015626,223.67320037841796,187.4976348876953,415.10215942382814,367.54419921875
2025-03-11,237.00145629882812,223.02400024414064,186.8615167236328,413.94426818847654,362.91019927978516
2025-03-12,236.16743957519532,222.46080017089844,186.29690063476562,412.8669799804687,358.7893991088867
2025-03-13,235.25604888916016,221.8636001586914,185.70205596923827,411.8508758544922,354.96979888916013
2025-03-14,234.4883953857422,221.3966000366211,185.19207305908202,411.14377685546873,351.62119873046873
2025-03-17,233.76644256591797,220.9236001586914,184.69682769775392,410.50581787109377,348.30459869384765
2025-03-18,233.1494076538086,220.37560028076172,184.1266763305664,409.82262451171874,345.2251986694336
2025-03-19,232.5930825805664,219.80260009765624,183.57375854492187,409.1302392578125,341.7335986328125
2025-03-20,231.98126647949218,219.14940002441406,182.89770629882813,408.3286340332031,338.2377987670898
2025-03-21,231.5084066772461,218.63140014648437,182.27296020507814,407.7244476318359,335.3247991943359
2025-03-24,231.07490631103516,218.25399993896485,181.75265228271485,407.1129620361328,332.9937994384766
2025-03-25,230.81844512939452,217.98940002441407,181.3279849243164,406.6547705078125,330.86179992675784
2025-03-26,230.56652404785157,217.64279998779296,180.81400177001953,406.12803466796873,328.23679992675784
2025-03-27,230.38328857421874,217.31480010986328,180.27062316894532,405.6437591552734,325.77220031738284
2025-03-28,229.98962982177736,216.70220001220704,179.4517138671875,404.7123309326172,322.47880004882813
2025-03-31,229.87219787597655,216.09419982910157,178.69167236328124,403.74729614257814,319.38559997558593
2025-04-01,229.7416207885742,215.41879974365236,177.91851776123048,402.8293524169922,316.2247998046875
2025-04-02,229.77147216796874,214.72479949951173,177.1038604736328,401.9209698486328,313.39859985351563
2025-04-03,229.36412322998046,213.5927996826172,176.15657135009766,400.47967346191405,310.44200012207034
2025-04-04,228.6643536376953,212.3043997192383,175.11478759765626,398.76330322265625,306.9829998779297
2025-04-07,227.84392333984374,211.1125994873047,174.0514810180664,397.06020202636716,303.517200012207
2025-04-08,226.70167053222656,209.81739959716796,173.11482788085937,395.4804943847656,300.0114001464844
2025-04-09,225.91972961425782,208.8763998413086,172.38840057373048,394.36623718261717,297.4936004638672
2025-04-10,224.94746215820314,207.75939971923827,171.54212097167968,393.16654296875,294.75960021972656
2025-04-11,224.1649072265625,206.76399963378907,170.67319427490236,392.6532946777344,291.8002001953125
2025-04-14,223.50136108398436,205.6527996826172,169.77996978759765,392.12587463378907,288.7552001953125
2025-04-15,222.9896405029297,204.4961996459961,168.8872805786133,391.63941345214846,286.1638003540039
2025-04-16,222.22515655517577,203.14159973144533,167.83230590820312,390.8421807861328,283.1506005859375
2025-04-17,221.52138580322264,201.87039978027343,167.0342739868164,389.9501593017578,280.41460021972654
2025-04-21,220.7263510131836,200.4401998901367,166.16113891601563,388.8348486328125,277.4782000732422
2025-04-22,220.17427520751954,199.32079986572265,165.48881713867186,387.9941912841797,275.0052001953125
2025-04-23,219.71387939453126,198.27,164.87145477294922,387.2554461669922,273.0054000854492
2025-04-24,219.22951446533204,197.34559997558594,164.35554260253906,386.7899676513672,271.6256002807617
2025-04-25,218.67843719482423,196.5468002319336,163.92728576660156,386.46313903808596,270.59440032958986
2025-04-28,218.05145935058593,195.69340026855468,163.42158050537108,386.0926501464844,269.19320037841794
2025-04-29,217.38453399658204,194.86760040283204,162.92504364013672,385.8216943359375,267.9170004272461
2025-04-30,216.74597137451173,194.02300048828124,162.43047027587892,385.550986328125,266.47800079345706
2025-05-01,216.11579803466796,193.29440032958985,161.95590728759765,385.77976684570314,264.8772006225586
2025-05-02,215.30725830078126,192.63640014648436,161.55004486083985,386.1620648193359,263.5334005737305
2025-05-05,214.37528045654298,192.0318002319336,161.24554718017578,386.7202404785156,262.3826010131836
2025-05-06,213.4047528076172,191.47779998779296,160.9296533203125,387.3053662109375,261.279001159668
2025-05-07,212.390283203125,190.99600006103515,160.45346588134765,388.0130676269531,260.74740142822264
2025-05-08,211.53400634765626,190.55059997558592,160.0888815307617,388.780458984375,260.6278018188477
2025-05-09,210.75962188720703,190.23699981689452,159.77813446044922,389.70276611328126,260.95400177001954
2025-05-12,210.14495635986327,190.16419982910156,159.54593322753905,390.7462506103516,261.4620016479492
2025-05-13,209.64919097900392,190.2911996459961,159.4003518676758,391.95702880859375,262.4504019165039
2025-05-14,209.18337066650392,190.42019958496093,159.29341369628906,393.2412713623047,263.9632015991211
2025-05-15,208.7037451171875,190.3563995361328,159.11640838623046,394.2981689453125,265.23760162353517
2025-05-16,208.22850891113282,190.45419952392578,158.9973178100586,395.4603143310547,266.9682015991211
2025-05-19,207.62897064208985,190.59239959716797,158.85509002685546,396.78592895507813,268.55660125732425
2025-05-20,207.22252899169922,190.78299987792968,158.8173358154297,398.3600616455078,270.9900015258789
2025-05-21,206.85331329345703,190.87359985351563,158.90762664794923,399.8164050292969,273.07080139160155
2025-05-22,206.5465966796875,190.95779998779298,158.98273559570313,401.2622515869141,274.9298016357422
2025-05-23,206.26388885498048,191.09980010986328,159.09679748535157,402.70433349609374,276.9030017089844
2025-05-27,206.00388061523438,191.26120025634765,159.24481811523438,404.16117431640623,279.16120208740233
2025-05-28,205.7378857421875,191.44080017089843,159.40602325439454,405.54861938476563,281.5390020751953
2025-05-29,205.48865661621093,191.6983999633789,159.62955261230468,407.0658752441406,284.20140197753904
2025-05-30,205.2064944458008,191.88779998779296,159.78636291503906,408.53088806152346,286.4134017944336
2025-06-02,204.96410217285157,192.1217999267578,159.9108123779297,410.047666015625,288.542001953125
2025-06-03,204.6698193359375,192.3117999267578,159.95455932617188,411.49620544433594,290.4532015991211
2025-06-04,204.31740112304686,192.39119995117187,159.96195037841798,412.92641174316407,291.5264010620117
2025-06-05,203.86086181640624,192.43519989013672,159.91500762939452,414.3912939453125,291.4576010131836
2025-06-06,203.5144644165039,192.68399993896483,160.08719909667968,416.0137860107422,291.9192013549805
2025-06-09,203.0723275756836,192.9963998413086,160.36812225341797,417.6715008544922,292.62820098876955
2025-06-10,202.77343505859375,193.49419982910158,160.8572543334961,419.5277844238281,293.87900115966795
2025-06-11,202.31225311279297,193.9529998779297,161.31519409179688,421.48614196777345,295.2244009399414
2025-06-12,201.8382989501953,194.37440002441406,161.69159240722655,423.4337487792969,296.2374008178711
2025-06-13,201.2953631591797,194.69620025634765,162.0479901123047,425.3041534423828,297.0884005737305
2025-06-16,201.2052850341797,195.4500003051758,162.5726348876953,427.43842834472656,298.3254006958008
2025-06-17,201.35541900634766,196.32640045166016,163.18315582275392,429.8156164550781,299.86380096435545
2025-06-18,201.6625717163086,197.07160064697266,163.71810485839845,432.27633178710937,301.63900085449217
2025-06-20,202.23868774414063,197.8522006225586,164.16040405273438,434.7461260986328,303.64500091552736
2025-06-23,202.29689605712892,198.19960052490234,164.29384216308594,436.67063781738284,305.17460052490236
2025-06-24,202.49948364257813,198.8306005859375,164.57653778076173,438.85981384277346,306.9360006713867
2025-06-25,202.57287384033202,199.37300079345704,164.8511376953125,440.95044982910156,308.44080047607423
2025-06-26,202.5477783203125,200.07300079345703,165.14438415527343,443.15746337890624,309.90940032958986
2025-06-27,202.53187286376954,200.94720092773437,165.59256408691405,445.37580017089846,311.29980041503904
2025-06-30,202.7549612426758,201.84840087890626,166.05427185058593,447.905419921875,312.8220004272461
2025-07-01,202.9769207763672,202.80540100097656,166.5515270996094,450.4042987060547,314.0088003540039
2025-07-02,203.36758026123047,203.85740081787108,167.17449829101562,453.0568603515625,315.7718002319336
2025-07-03,203.64901184082032,204.86200103759765,167.73936126708983,455.71070373535156,317.3194003295898
2025-07-07,203.7613705444336,205.7194009399414,168.1719177246094,458.19102478027344,318.1834002685547
2025-07-08,203.79962829589843,206.37580108642578,168.4773696899414,460.3916192626953,318.94940002441405
2025-07-09,203.84230987548827,207.04680084228517,168.77448608398439,462.63918029785157,319.1679998779297
2025-07-10,203.89321411132812,207.73800079345702,169.11856994628906,464.85991638183594,319.6477996826172
2025-07-11,203.89774627685546,208.49060089111327,169.52304290771485,467.05995788574216,320.07739990234376
2025-07-14,203.82571197509765,209.3160009765625,169.98208312988282,469.2296435546875,320.77219970703123
2025-07-15,203.74709930419922,210.03900115966798,170.3999838256836,470.8536346435547,321.37739990234377
2025-07-16,203.84867797851564,210.7032012939453,170.7827505493164,472.27638732910157,322.06660034179686
2025-07-17,204.0764874267578,211.45380126953125,171.1741213989258,473.80297302246095,322.84960021972654
2025-07-18,204.33508697509765,212.2762014770508,171.61466888427734,475.3536535644531,323.93559997558594
2025-07-21,204.6648272705078,213.0880014038086,172.39272979736327,476.9037353515625,324.9809997558594
2025-07-22,205.00819976806642,213.79580139160157,173.13766052246095,478.2617938232422,325.92679931640623
2025-07-23,205.32579956054687,214.50040130615236,173.89095428466797,479.62067260742185,326.6127990722656
2025-07-24,205.38519958496093,214.97220123291015,174.5689862060547,480.8695379638672,326.35119873046875
2025-07-25,205.40419982910157,215.37360137939453,175.24584411621095,482.1773986816406,325.9909985351562
2025-07-28,205.43859985351563,215.8244012451172,175.79404327392578,483.38519897460935,325.54919860839846
2025-07-29,205.435,216.341201171875,176.43380828857423,484.5739990234375,325.1167987060547
2025-07-30,205.39080017089844,216.8332012939453,177.0446270751953,485.7533990478516,324.49799865722656
2025-07-31,205.36660034179687,217.39220123291017,177.5558544921875,487.2459991455078,323.8215985107422
2025-08-01,205.2770004272461,217.60580108642577,178.06282012939454,488.5647985839844,322.99779846191404
2025-08-04,205.3022006225586,217.81640106201172,178.59649627685548,490.22619873046875,322.4905987548828
2025-08-05,205.33340057373047,218.0294009399414,179.07662841796875,491.6839990234375,321.8441986083984
2025-08-06,205.69300048828126,218.45580078125,179.6331024169922,493.17919921875,321.4555987548828
2025-08-07,206.08940032958984,218.79800079345702,180.10968383789063,494.38219970703125,320.6431982421875
2025-08-08,206.66800048828125,219.1574008178711,180.6950518798828,495.67579956054686,320.0981982421875
